DATE       | START    | STOP     | CATEGORY | ACTIVITIES | NOTES
05/18/2026 |  8:15 AM | 11:00 AM | Job Mngt | Weekly log; Jira; reviewing work; making plans | 
05/18/2026 | 11:00 AM | 1:00 PM | Break ||  
05/18/2026 |  1:00 PM | 2:30 PM | Forecast Completion Rates | Model bias | 	
05/18/2026 | 2:30 PM | 3:00 PM | Break ||
05/18/2026 |  3:00 PM | 5:15 PM | Forecast Completion Rates | Developing diagnostic plots |
05/19/2026 | 9:00 AM | 11:00 AM | Forecast Completion Rates | Developing diagnostic plots | 
05/19/2026 | 11:00 AM | 11:30 AM | Break || 
05/19/2026 | 11:30 AM | 12:30 PM | Forecast Completion Rates | De-bugging |
05/19/2026 | 12:30 PM | 1:30 PM | Break ||  
05/19/2026 | 1:30 PM | 3:00 PM | Forecast Completion Rates | De-bugging | 
05/19/2026 | 3:00 PM | 3:15 PM | Break ||  
05/19/2026 | 3:15 PM | 4:45 PM | Forecast Completion Rates | Various diagnostic plots; de-bugging; rendering report with agent functions  | 
5/20/2026 | 8:15 AM | 10:45 AM | Forecast Completion Rates ||
5/20/2026 | 10:45 AM | 11:00 AM | Break || 
5/20/2026 | 11:00 AM | 12:00 PM | Job Mngt | UAIR Meetings | IR Office Hours 
5/20/2026 | 12:00 PM | 1:00 PM | Break || 
5/20/2026 | 1:00 PM | 2:00 PM | Job Mngt | UAIR Meetings | Learning Hour
5/20/2026 | 2:00 PM | 2:45 PM | Forecast Completion Rates ||
5/20/2026 | 2:45 PM | 4:15 PM | Break || 
5/20/2026 | 4:15 PM | 6:00 PM | Forecast Completion Rates ||
5/21/2026 | 8:15 AM | 10:30 AM | Forecast Completion Rates ||
5/21/2026 | 10:30 AM | 10:45 AM | Break || 
5/21/2026 | 10:45 AM | 12:30 PM | Forecast Completion Rates ||
5/21/2026 | 12:30 PM | 1:15 PM | Break || 
5/21/2026 | 1:15 PM | 3:30 PM | Forecast Completion Rates ||
5/21/2026 | 3:30 PM | 4:30 PM | Forecast Completion Rates ||
5/21/2026 | 4:30 PM | 6:30 PM | Break ||
5/21/2026 | 6:30 PM | 8:00 PM | Forecast Completion Rates ||
5/22/2026 | 8:15 AM | 10:30 AM | Forecast Completion Rates ||
5/22/2026 | 10:30 AM | 10:45 AM | Break || 
5/22/2026 | 10:45 AM | 12:30 PM | Forecast Completion Rates ||
5/22/2026 | 12:30 PM | 1:15 PM | Break || 
5/22/2026 | 1:15 PM | 3:30 PM | Forecast Completion Rates ||
5/22/2026 | 3:30 PM | 5:15 PM | Forecast Completion Rates || 
