DATE       | START   | STOP     | CATEGORY | ACTIVITIES | NOTES
11/03/2025 | 8:30 AM | 12:00 PM | Job Mngt | Work log and weekly report; emails; reviewing headshots | Added three additional checks to the log (date discontinuity; another chronological progression (by column), and gaps and overlaps)
11/03/2025 | 12:00 PM | 2:00 PM | Break  ||
11/03/2025 | 2:00 PM | 2:30 PM | Job Mngt | Internal networking | Catching up with Jason Hanser 
11/03/2025 | 2:30 PM | 5:00 PM | Predict Math Success| Accuracy over time report |		
11/03/2025 | 5:00 PM | 6:00 PM | Break ||
11/03/2025 | 6:00 PM | 7:15 PM | Predict Math Success | Accuracy over time report and visualizations |
11/04/2025 | 7:45 AM | 8:00 AM | Job Mngt | Emails and planning |
11/04/2025 | 8:00 AM | 9:00 AM | Predict Math Success | Courses over time training |
11/04/2025 | 9:00 AM | 10:15 AM | Break ||
11/04/2025 | 10:15 AM | 11:30 AM | Predict Math Success | Courses over time training |	
11/04/2025 | 11:30 AM | 11:45 AM | PI Turnover | Informal check-in with Dave Howell |
11/04/2025 | 11:45 AM | 1:30 PM | Predict Math Success | Committing to Git; trouble-shooting courses over time training; working on reports and visualizations |
11/04/2025 | 1:30 PM | 1:45 PM | Break ||
11/04/2025 | 1:45 PM | 4:15 PM | Predict Math Success | Working on reports and visualizations |
11/05/2025 | 9:00 AM | 11:30 AM | Predict Math Success | Analyzing full returns |
11/05/2025 | 11:30 AM | 1:00 PM | Predict Math Success | Writing report on predictors over time | developing visualizations; reviewing prior work
11/05/2025 | 1:00 PM | 1:30 PM | Break ||
11/05/2025 | 1:30 PM | 2:30 PM | Predict Math Success | Inspecting change over time | 
11/05/2025 | 2:30 PM | 2:45 PM | Break ||
11/05/2025 | 2:45 PM | 5:15 PM | Predict Math Success | Developing viz over time | 
11/06/2025 | 8:30 AM | 8:45 AM | Job Mngt | Planning |
11/06/2025 | 8:45 AM | 12:15 PM | Predict Math Success | Developing viz function 'overTime' | can handle lots of variations of the aggregate function 
11/06/2025 | 12:15 PM | 1:45 PM | Break ||
11/06/2025 | 1:45 PM | 4:00 PM | Predict Math Success | Writing predictors over time report; graphics | 
11/06/2025 | 4:00 PM | 4:15 PM | Break || 
11/06/2025 | 4:15 PM | 5:15 PM | Predict Math Success | Explanatory graphics | performance; pipeline graphics 
11/06/2025 | 5:15 PM | 6:30 PM | Break || 
11/06/2025 | 6:30 PM | 7:30 PM | Predict Math Success | Explanatory graphics | testing in RMarkdown; over-writing three reports 
11/07/2025 | 9:00 AM | 10:30 AM | Predict Math Success | Developing counter-factual table |
11/07/2025 | 10:30 AM | 10:45 AM | Break||
11/07/2025 | 10:45 AM | 11:45 AM | Predict Math Success| Exploring counter-factuals and causal inference |
11/07/2025 | 11:45 AM | 3:00 PM | Break||
11/07/2025 | 3:00 PM | 5:15 PM | Predict Math Success| Linear regression for course coefficients; experimenting with thresholds |
11/08/2025 | 10:45 AM | 11:15 AM | Predict Math Success | Saving work; writing musings |
11/08/2025 | 11:15 AM | 11:30 AM | Job Mngt | Updating work log |
