DATE       | START    | STOP     | CATEGORY | ACTIVITIES | NOTES
03/16/2026 | 9:00 AM  | 10:30 AM  | Job Mngt | daily planning; weekly log |
03/16/2026 | 10:30 AM | 11:00 AM | Break || 
03/16/2026 | 11:00 AM | 1:30 PM | Job Mngt | Weekly log | reconstructing prior week due to poor daily note-taking was time-consuming	
03/16/2026 | 1:30 PM |  2:15 PM | Break || 
03/16/2026 | 2:15 PM | 5:00 PM  | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/17/2026 | 9:00 AM | 10:00 AM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/17/2026 | 10:00 AM | 10:30 AM | Break || 
03/17/2026 | 10:30 AM | 12:00 PM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/17/2026 | 12:00 PM | 1:00 PM | Gray DI | Training | Master Class series
03/17/2026 | 1:00 PM | 2:15 PM | Break || 
03/17/2026 | 2:15 PM | 3:30 PM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/17/2026 | 3:30 PM | 3:45 PM | Break || 
03/17/2026 | 3:45 PM | 5:00 PM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/18/2026 | 8:15 AM | 9:30 AM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/18/2026 | 9:30 AM | 10:00 AM | Break || Dropping off Edward at school
03/18/2026 | 10:00 AM | 11:30 AM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/18/2026 | 11:30 AM | 12:45 PM | Break || 
03/18/2026 | 12:45 PM | 1:00 PM | Job Mngt | Office set-up | Adjusting furniture 
03/18/2026 | 1:00 PM | 1:45 PM | Job Mngt | UAIR Learning Hour | Dashboard review	
03/18/2026 | 1:45 PM | 2:00 PM | Job Mngt | Daily log | Catching up
03/18/2026 | 2:00 PM | 2:15 PM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/18/2026 | 2:15 PM | 3:45 PM | Break || Personal errands; external networking 
03/18/2026 | 3:45 PM | 5:30 PM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/18/2026 | 5:30 PM | 6:45 PM | Break || 
03/18/2026 | 6:45 PM | 8:15 PM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/19/2026 | 8:30 AM | 9:15 AM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke  
03/19/2026 | 9:15 AM | 9:30 AM | Break || 
03/19/2026 | 9:30 AM | 10:00 AM | Internal networking | | DAG's with Tyler 
03/19/2026 | 10:00 AM | 11:15 AM | Gray DI | Meeting with Ben; thinking; emails |
03/19/2026 | 11:15 AM | 11:45 AM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/19/2026 | 11:45 AM | 12:00 PM | Break || 
03/19/2026 | 12:00 PM | 1:00 PM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/19/2026 | 1:00 PM | 2:00 PM | Break || 
03/19/2026 | 2:00 PM | 3:00 PM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/19/2026 | 3:00 PM | 3:30 PM | Break || 
03/19/2026 | 3:30 PM | 4:30 PM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/19/2026 | 4:30 PM | 5:00 PM | Prof Dev | New workflow | xgboost and SHAP examples 	
03/19/2026 | 5:00 PM | 6:45 PM | Break || 
03/19/2026 | 6:45 PM | 8:15 PM | Prof Dev | New workflow | reading "Hands On Machine Learning" by Boehmke 
03/20/2026 | 9:00 AM | 10:00 AM | Predict Math Success | Prepping slides |
03/20/2026 | 10:00 AM | 11:00 AM | Predict Math Success | Monthly Student Success meeting |
03/20/2026 | 11:00 AM | 12:00 PM | Job Mngt | Internal networking | Talking with Jason Hanser on Gray DI; various
03/20/2026 | 12:00 PM | 12:30 PM | Prof Dev | New workflow | xgboost  
03/20/2026 | 12:30 PM | 2:30 PM | Break || 
03/20/2026 | 2:30 PM | 6:30 PM | Prof Dev | New workflow | xgboost and Bayesian parameter optimization 
03/21/2026 | 6:30 PM | 9:00 PM | Prof Dev | New workflow | xgboost and SHAP examples
