DATE       | START    | STOP     | CATEGORY | ACTIVITIES | NOTES
05/25/2026 |  9:00 AM | 5:00 PM | Holiday | Memorial Day |
05/26/2026 | 8:15 AM | 10:15 AM | Forecast Completion Rates ||
05/26/2026 | 10:15 AM | 10:30 AM | Break ||  
05/26/2026 | 10:30 AM | 12:30 PM | Forecast Completion Rates ||
05/26/2026 | 12:30 PM | 1:30 PM | Break ||
05/26/2026 | 1:30 PM | 3:30 PM | Forecast Completion Rates ||
05/26/2026 | 3:30 PM | 4:00 PM | Break ||
05/26/2026 | 4:00 PM | 5:15 PM | Forecast Completion Rates ||
05/27/2026 | 8:15 AM | 10:45 AM | Forecast Completion Rates ||
05/27/2026 | 10:45 AM | 11:00 AM | Break ||  
05/27/2026 | 11:00 AM | 12:00 PM | Job Mngt | UAIR Meetings | IR Office Hours 
05/27/2026 | 12:00 PM | 1:00 PM | Break || 
05/27/2026 | 1:00 PM | 2:00 PM | Job Mngt | UAIR Meetings | Learning Hour
05/27/2026 | 2:00 PM | 2:15 PM | Forecast Completion Rates ||
05/27/2026 | 2:15 PM | 4:45 PM | Forecast Completion Rates ||
05/28/2026 | 8:15 AM | 10:15 AM | Forecast Completion Rates ||
05/28/2026 | 10:15 AM | 10:30 AM | Break ||  
05/28/2026 | 10:30 AM | 11:30 AM | Forecast Completion Rates ||
05/28/2026 | 11:30 AM | 12:00 PM | Travel ||  
05/28/2026 | 12:00 PM | 1:30 PM | Job Mngt | Internal Networking |
05/28/2026 | 1:30 PM | 2:00 PM | Travel ||  
05/28/2026 | 2:00 PM | 4:30 PM | Forecast Completion Rates ||
05/28/2026 | 4:30 PM | 7:00 PM | Break ||  
05/28/2026 | 7:00 PM | 7:45 PM | Forecast Completion Rates ||

05/29/2026 | 8:15 AM | 9:00 AM | Forecast Completion Rates ||
05/29/2026 | 9:00 AM | 11:00 AM | Sick | Drs Appt |  
05/29/2026 | 11:00 AM | 12:30 PM | Forecast Completion Rates ||
05/29/2026 | 12:30 PM | 1:15 PM | Break ||
05/29/2026 | 1:15 PM | 3:30 PM | Forecast Completion Rates ||
05/29/2026 | 3:30 PM | 3:45 PM | Break || 
05/29/2026 | 3:45 PM | 5:15 PM | Forecast Completion Rates ||
